steering_angle,speed
-0.204,2.7778
-0.2051,2.7778
-0.2066,2.7778
-0.2076,2.7778
-0.2085,2.7778
-0.209,2.7778
-0.209,2.7778
-0.209,2.7778
-0.2091,2.7778
-0.2096,2.7778
-0.2104,2.7778
-0.2113,2.7778
-0.2119,2.7778
-0.2116,2.7778
-0.21,2.7778
-0.2075,2.7778
-0.2049,2.7778
-0.2032,2.7778
-0.2033,2.7778
-0.2045,2.7778
-0.206,2.7778
-0.2071,2.7778
-0.2075,2.7778
-0.2071,2.7778
-0.2067,2.7778
-0.2068,2.7778
-0.2072,2.7778
-0.2081,2.7778
-0.2092,2.7778
-0.2106,2.7778
-0.2124,2.7778
-0.2144,2.7778
-0.2161,2.7778
-0.2166,2.7778
-0.2156,2.7778
-0.2141,2.7778
-0.2126,2.7778
-0.2107,2.7778
-0.2087,2.7778
-0.2078,2.7778
-0.2079,2.7778
-0.209,2.7778
-0.2109,2.7778
-0.2129,2.7778
-0.2148,2.7778
-0.2163,2.7778
-0.217,2.7778
-0.2162,2.7778
-0.2142,2.7778
-0.2117,2.7778
-0.2092,2.7778
-0.2072,2.7778
-0.2062,2.7778
-0.2059,2.7778
-0.2055,2.7778
-0.2041,2.7778
-0.2015,2.7778
-0.1981,2.7778
-0.1947,2.7778
-0.1916,2.7778
-0.1886,2.7778
-0.1865,2.7778
-0.1859,2.7778
-0.1863,2.7778
-0.1868,2.7778
-0.1866,2.7778
-0.185,2.7778
-0.1826,2.7778
-0.18,2.7778
-0.1776,2.7778
-0.1754,2.7778
-0.1734,2.7778
-0.1711,2.7778
-0.1683,2.7778
-0.1646,2.7778
-0.1594,2.7778
-0.1528,2.7778
-0.146,2.7778
-0.1356,2.7778
-0.1322,2.7778
-0.1294,2.7778
-0.1268,2.7778
-0.1244,2.7778
-0.1222,2.7778
-0.1201,2.7778
-0.118,2.7778
-0.116,2.7778
-0.114,2.7778
-0.1118,2.7778
-0.1095,2.7778
-0.1069,2.7778
-0.1042,2.7778
-0.1014,2.7778
-0.0985,2.7778
-0.0948,2.7778
-0.0903,2.7778
-0.0848,2.7778
-0.0789,2.7778
-0.0732,2.7778
-0.0676,2.7778
-0.062,2.7778
-0.0571,2.7778
-0.0538,2.7778
-0.0523,2.7778
-0.0523,2.7778
-0.0531,2.7778
-0.0539,2.7778
-0.0544,2.7778
-0.0543,2.7778
-0.0537,2.7778
-0.0526,2.7778
-0.0512,2.7778
-0.0496,2.7778
-0.0478,2.7778
-0.0457,2.7778
-0.0431,2.7778
-0.0398,2.7778
-0.036,2.7778
-0.0323,2.7778
-0.0294,2.7778
-0.0285,2.7778
-0.0306,2.7778
-0.0346,2.7778
-0.0383,2.7778
-0.0403,2.7778
-0.0405,2.7778
-0.0388,2.7778
-0.0355,2.7778
-0.0312,2.7778
-0.0268,2.7778
-0.0229,2.7778
-0.0199,2.7778
-0.0181,2.7778
-0.0171,2.7778
-0.0161,2.7778
-0.015,2.7778
-0.0139,2.7778
-0.0123,2.7778
-0.0104,2.7778
-0.0088,2.7778
-0.0076,2.7778
-0.0068,2.7778
-0.006,2.7778
-0.005,2.7778
-0.0037,2.7778
-0.0024,2.7778
-0.0012,2.7778
-0.0004,2.7778
0.0001,2.7778
0.0004,2.7778
0.0006,2.7778
0.0008,2.7778
0.001,2.7778
0.0016,2.7778
0.0025,2.7778
0.0037,2.7778
0.005,2.7778
0.0063,2.7778
0.0073,2.7778
0.0078,2.7778
0.008,2.7778
0.008,2.7778
0.0079,2.7778
0.0077,2.7778
0.0075,2.7778
0.0074,2.7778
0.0074,2.7778
0.0074,2.7778
0.0077,2.7778
0.0079,2.7778
0.0079,2.7778
0.0078,2.7778
0.0075,2.7778
0.0074,2.7778
0.0075,2.7778
0.0077,2.7778
0.008,2.7778
0.0085,2.7778
0.009,2.7778
0.0093,2.7778
0.0094,2.7778
0.0094,2.7778
0.0092,2.7778
0.0092,2.7778
0.0084,2.7778
0.0079,2.7778
0.0076,2.7778
0.0071,2.7778
0.0067,2.7778
0.0064,2.7778
0.0062,2.7778
0.0059,2.7778
0.0055,2.7778
0.0053,2.7778
0.0052,2.7778
0.0053,2.7778
0.0055,2.7778
0.0058,2.7778
0.0061,2.7778
0.006,2.7778
0.0058,2.7778
0.0057,2.7778
0.0054,2.7778
0.0052,2.7778
0.0049,2.7778
0.0047,2.7778
0.0046,2.7778
0.0045,2.7778
0.0045,2.7778
0.0045,2.7778
0.0044,2.7778
0.0042,2.7778
0.004,2.7778
0.0038,2.7778
0.0035,2.7778
0.0031,2.7778
0.0031,2.7778
0.0033,2.7778
0.0035,2.7778
0.0038,2.7778
0.0041,2.7778
0.0042,2.7778
0.0041,2.7778
0.0039,2.7778
0.0036,2.7778
0.0032,2.7778
