Timestamp,d_laser_x,d_laser_z,laser_x,laser_z,X,Y,Z,Yaw,Roll,Pitch,X_aligned,Z_aligned,Error,High_Error_Flag
1740983062.943,3.569,2.039,0.681,-0.275,-1.3236,-1.209,-4.3855,29.6337,0.1485,90.6224,0.5264696396570541,-0.271218545985068,0.006699573119973753,0
1740983063.022,3.55,2.035,0.7,-0.271,-1.3338,-1.2095,-4.3672,29.5656,0.1566,90.6517,0.5474032672307194,-0.2720630793496017,0.003957520520086365,0
1740983063.102,3.525,2.043,0.725,-0.279,-1.3422,-1.21,-4.3517,29.5402,0.1388,90.7436,0.5650090759374509,-0.2729825899692817,0.009864229954825235,0
1740983063.182,3.525,2.043,0.725,-0.279,-1.3491,-1.2102,-4.3387,29.4462,0.1041,90.6943,0.5796995113422141,-0.2738776361227915,0.004458948613566696,0
1740983063.261,3.503,2.047,0.747,-0.283,-1.3543,-1.2095,-4.3293,29.4634,0.1156,90.7875,0.5904317788056068,-0.2743450065255324,0.011868981925669648,0
1740983063.341,3.485,2.049,0.765,-0.285,-1.3549,-1.21,-4.3279,29.469,0.1287,90.6875,0.5919391863172501,-0.27456346154110145,0.010351651637333035,0
1740983063.42,3.464,2.049,0.786,-0.285,-1.354,-1.2105,-4.3297,29.4494,0.1307,90.6592,0.5899340186929267,-0.2743922809395736,0.012344557651076556,0
1740983063.5,3.466,2.049,0.784,-0.285,-1.3531,-1.2106,-4.3315,29.4633,0.1187,90.6373,0.5879288510686038,-0.27422110033804614,0.01062366067782811,0
1740983063.58,3.466,2.049,0.784,-0.285,-1.353,-1.2106,-4.332,29.4647,0.1154,90.6551,0.5874501110227599,-0.27404557834938403,0.010244122653177748,0
1740983063.659,3.469,2.049,0.781,-0.285,-1.3529,-1.2106,-4.3321,29.4441,0.1278,90.6396,0.5873126291677715,-0.27407872558982316,0.010104526461756488,0
1740983063.739,3.467,2.05,0.783,-0.286,-1.353,-1.2106,-4.332,29.3833,0.1244,90.6772,0.5874501110227599,-0.27404557834938403,0.010244122653177748,0
1740983063.819,3.47,2.05,0.78,-0.286,-1.3531,-1.2107,-4.332,29.378,0.2032,90.6222,0.5875022783300343,-0.2739602638016705,0.010325345612304443,0
1740983063.898,3.469,2.05,0.781,-0.286,-1.353,-1.2106,-4.332,29.3699,0.2118,90.5892,0.5874501110227599,-0.27404557834938403,0.010244122653177748,0
1740983063.978,3.469,2.05,0.781,-0.286,-1.3528,-1.2107,-4.3322,29.3788,0.2083,90.5936,0.5871751473127822,-0.27411187283026184,0.009964981741042551,0
1740983064.058,3.471,2.049,0.779,-0.285,-1.353,-1.2106,-4.3321,29.3787,0.2133,90.5998,0.5873647964750459,-0.27399341104210917,0.010185880820848342,0
1740983064.137,3.468,2.05,0.782,-0.286,-1.353,-1.2106,-4.3322,29.379,0.2079,90.5985,0.5872794819273315,-0.27394124373483386,0.010128291428454157,0
1740983064.217,3.469,2.048,0.781,-0.284,-1.353,-1.2106,-4.3322,29.3788,0.2111,90.5994,0.5872794819273315,-0.27394124373483386,0.010128291428454157,0
1740983064.296,3.468,2.05,0.782,-0.286,-1.3529,-1.2107,-4.3324,29.3769,0.2045,90.61,0.5870566855246291,-0.2739222236679977,0.009932361879526203,0
1740983064.376,3.468,2.05,0.782,-0.286,-1.3531,-1.2106,-4.3322,29.3736,0.2063,90.6192,0.5873316492346059,-0.2738559291871199,0.010210435854550327,0
1740983064.456,3.467,2.049,0.783,-0.285,-1.3529,-1.2106,-4.3322,29.3711,0.221,90.6196,0.5872273146200566,-0.27402655828254785,0.010046470732525958,0
1740983064.535,3.47,2.05,0.78,-0.286,-1.3531,-1.2104,-4.3321,29.3769,0.2279,90.6169,0.5874169637823208,-0.2739080964943956,0.010267564520212163,0
1740983064.615,3.467,2.049,0.783,-0.285,-1.3532,-1.2104,-4.332,29.3727,0.2215,90.618,0.5875544456373087,-0.2738749492539565,0.010406895555050175,0
1740983064.695,3.468,2.049,0.782,-0.285,-1.3529,-1.2106,-4.3324,29.3693,0.2139,90.6096,0.5870566855246291,-0.2739222236679977,0.009932361879526203,0
1740983064.774,3.468,2.049,0.782,-0.285,-1.353,-1.2106,-4.3323,29.3675,0.2112,90.6197,0.5871941673796175,-0.27388907642755855,0.010071365668213926,0
1740983064.854,3.471,2.049,0.779,-0.285,-1.3531,-1.2106,-4.3322,29.3721,0.2178,90.6265,0.5873316492346059,-0.2738559291871199,0.010210435854550327,0
1740983064.934,3.467,2.05,0.783,-0.286,-1.353,-1.2107,-4.3323,29.3726,0.2168,90.6173,0.5871941673796175,-0.27388907642755855,0.010071365668213926,0
1740983065.013,3.467,2.049,0.783,-0.285,-1.3529,-1.2109,-4.3325,29.3657,0.2291,90.6039,0.5869713709769155,-0.27387005636072237,0.00987633189342345,0
1740983065.093,3.471,2.05,0.78,-0.286,-1.3535,-1.2109,-4.3303,28.7951,0.2355,90.6215,0.5891612948702698,-0.2745058498344921,0.011695451618481047,0
1740983065.173,3.471,2.05,0.785,-0.282,-1.3545,-1.2112,-4.3232,26.5813,0.2474,90.4869,0.5957403008307072,-0.2773565831738889,0.0062698473067488445,0
1740983066.686,3.367,2.3,0.888,-0.532,-1.3958,-1.2138,-4.0918,26.807,0.105,90.5972,0.8147032621452239,-0.36283682400274975,0.019001278792631592,0
1740983066.765,3.367,2.205,0.883,-0.441,-1.4064,-1.215,-4.0786,30.3255,-0.0306,90.5701,0.8314945170145762,-0.36067956650539523,0.03370879830808183,0
