Timestamp,Distance_2(Z),Distance_3(X),X,Y,Z,Roll,Yaw,Pitch,CalibrationMode
1745404318.253,2.060,3.767,-0.3380,-1.1210,-4.7398,-0.4382,37.6837,92.0527,0
1745404318.332,2.062,3.764,-0.3380,-1.1210,-4.7398,-0.4294,37.6890,92.0531,0
1745404318.412,2.060,3.764,-0.3380,-1.1210,-4.7399,-0.4231,37.6808,92.0507,0
1745404318.492,2.058,3.767,-0.3406,-1.1211,-4.7366,-0.3795,37.6727,92.0327,0
1745404318.571,2.060,3.767,-0.3488,-1.1213,-4.7269,-0.2539,37.7005,91.9520,0
1745404318.651,2.060,3.764,-0.3568,-1.1220,-4.7170,-0.2624,37.7213,92.0343,0
1745404318.731,2.061,3.751,-0.3615,-1.1219,-4.7105,-0.3986,37.6581,92.1558,0
1745404318.810,2.061,3.735,-0.3618,-1.1220,-4.7102,-0.3863,37.6934,92.1313,0
1745404318.890,2.062,3.725,-0.3610,-1.1220,-4.7111,-0.4187,37.6802,92.1175,0
1745404318.969,2.061,3.725,-0.3604,-1.1220,-4.7117,-0.4174,37.7147,92.1286,0
1745404319.049,2.061,3.729,-0.3605,-1.1219,-4.7116,-0.4283,37.6915,92.1118,0
1745404319.129,2.062,3.730,-0.3608,-1.1217,-4.7111,-0.3629,37.8018,91.9653,0
1745404319.208,2.062,3.729,-0.3650,-1.1222,-4.7054,-0.4878,37.6268,92.1984,0
1745404319.288,2.061,3.726,-0.3704,-1.1223,-4.6991,-0.3539,37.4308,92.1386,0
